TimeStamp,Test,Temperature,Electricity,Gas,Water,Heating,Cooling,Lighting,Domestic Water,Plugs,,,,,,,,coef,1000
4/14/19 10:57 PM,28786,6,359863.88,445952.13,37101.81,647077.35,396587.16,98945.08,32962.41,185500.96,,,,,,,,,
4/14/19 11:57 PM,28787,5.5,359864.94,445953.59,37101.92,647079.17,396588.51,98945.35,32962.50,185501.48,,,,,,,,,
4/15/19 12:57 AM,28788,5,359870.67,445960.56,37102.44,647089.13,396594.64,98946.76,32962.96,185504.08,,,,,,,,,
4/15/19 1:57 AM,28789,4.5,359876.16,445967.85,37102.98,647098.85,396600.63,98948.23,32963.45,185506.76,,,,,,,,,
4/15/19 2:57 AM,28790,4,359881.20,445974.79,37103.49,647107.98,396606.76,98949.61,32963.91,185509.36,,,,,,,,,
4/15/19 3:57 AM,28791,3.5,359886.31,445982.16,37104.04,647117.82,396613.29,98951.01,32964.37,185512.06,,,,,,,,,
4/15/19 4:57 AM,28792,3,359891.99,445989.62,37104.55,647127.48,396619.58,98952.41,32964.83,185514.79,,,,,,,,,
4/15/19 5:57 AM,28793,2.5,359897.37,445996.33,37105.09,647137.42,396626.09,98953.77,32965.30,185517.43,,,,,,,,,
4/15/19 6:57 AM,28794,2,359902.92,446003.29,37105.62,647146.53,396632.84,98955.20,32965.75,185520.14,,,,,,,,,
4/15/19 7:57 AM,28795,1,359928.38,446041.19,37108.27,647196.42,396665.60,98962.06,32968.03,185533.32,,,,,,,,,
4/15/19 8:57 AM,28796,0,359953.98,446077.86,37110.83,647246.81,396699.43,98969.06,32970.39,185546.72,,,,,,,,,
4/15/19 9:57 AM,28797,1,359982.08,446111.18,37113.42,647297.39,396729.68,98975.82,32972.66,185559.45,,,,,,,,,
4/15/19 10:57 AM,28798,2,360007.69,446147.56,37116.07,647345.62,396759.42,98982.77,32975.07,185572.80,,,,,,,,,
4/15/19 11:57 AM,28799,4,360034.40,446182.04,37118.70,647392.49,396788.75,98989.59,32977.36,185586.12,,,,,,,,,
4/15/19 12:57 PM,28800,6,360059.82,446217.18,37121.25,647441.93,396821.96,98996.53,32979.67,185599.24,,,,,,,,,
4/15/19 1:57 PM,28801,8,360087.30,446251.62,37123.87,647488.06,396855.04,99003.30,32981.99,185612.42,,,,,,,,,
4/15/19 2:57 PM,28802,10,360114.82,446286.01,37126.56,647533.45,396887.69,99010.51,32984.35,185626.12,,,,,,,,,
4/15/19 3:57 PM,28803,11.5,360142.98,446320.39,37129.28,647581.75,396920.78,99017.69,32986.77,185639.26,,,,,,,,,
4/15/19 4:57 PM,28804,11,360169.82,446356.31,37131.91,647628.05,396950.45,99024.52,32989.03,185652.40,,,,,,,,,
4/15/19 5:57 PM,28805,10,360194.90,446391.19,37134.44,647672.68,396982.10,99031.62,32991.34,185665.96,,,,,,,,,
4/15/19 6:57 PM,28806,9.5,360222.79,446428.60,37137.05,647721.38,397014.45,99038.88,32993.64,185678.96,,,,,,,,,
4/15/19 7:57 PM,28807,9,360248.91,446463.36,37139.67,647767.89,397046.45,99045.72,32995.98,185691.80,,,,,,,,,
4/15/19 8:57 PM,28808,8,360253.92,446470.19,37140.19,647777.15,397052.95,99047.17,32996.45,185694.52,,,,,,,,,
4/15/19 9:57 PM,28809,7,360259.45,446477.32,37140.73,647786.59,397059.36,99048.59,32996.92,185697.15,,,,,,,,,
4/15/19 10:57 PM,28810,6,360264.81,446484.06,37141.26,647796.26,397065.45,99049.96,32997.37,185699.68,,,,,,,,,
4/15/19 11:57 PM,28811,5.5,360270.08,446490.82,37141.78,647806.08,397071.95,99051.31,32997.86,185702.29,,,,,,,,,
4/16/19 12:57 AM,28812,5,360275.28,446498.15,37142.30,647815.35,397077.86,99052.72,32998.35,185704.82,,,,,,,,,
4/16/19 1:57 AM,28813,4.5,360280.95,446504.93,37142.84,647825.64,397083.84,99054.12,32998.82,185707.55,,,,,,,,,
4/16/19 2:57 AM,28814,4,360286.43,446511.59,37143.36,647835.67,397089.97,99055.48,32999.30,185710.08,,,,,,,,,
4/16/19 3:57 AM,28815,3.5,360292.08,446518.59,37143.90,647845.16,397096.61,99056.85,32999.76,185712.74,,,,,,,,,
4/16/19 4:57 AM,28816,3,360297.37,446525.51,37144.43,647854.39,397102.58,99058.29,33000.25,185715.49,,,,,,,,,
4/16/19 5:57 AM,28817,2.5,360302.70,446532.17,37144.96,647863.82,397108.85,99059.65,33000.72,185718.03,,,,,,,,,
4/16/19 6:57 AM,28818,2,360307.94,446539.71,37145.49,647872.76,397114.87,99061.02,33001.19,185720.58,,,,,,,,,
4/16/19 7:57 AM,28819,1,360336.44,446572.68,37148.12,647923.90,397144.51,99067.83,33003.57,185734.01,,,,,,,,,
4/16/19 8:57 AM,28820,0,360364.78,446610.64,37150.83,647974.83,397174.03,99074.60,33006.01,185746.83,,,,,,,,,
4/16/19 9:57 AM,28821,1,360391.63,446644.05,37153.44,648019.85,397207.32,99081.82,33008.31,185760.09,,,,,,,,,
4/16/19 10:57 AM,28822,2,360418.21,446678.93,37156.04,648069.57,397240.22,99088.73,33010.64,185773.12,,,,,,,,,
4/16/19 11:57 AM,28823,4,360444.53,446714.34,37158.63,648117.92,397273.18,99095.69,33012.89,185786.62,,,,,,,,,
4/16/19 12:57 PM,28824,6,360469.56,446750.71,37161.21,648165.79,397303.16,99102.54,33015.31,185799.89,,,,,,,,,
4/16/19 1:57 PM,28825,8,360495.80,446785.91,37163.84,648215.72,397333.55,99109.45,33017.66,185813.23,,,,,,,,,
4/16/19 2:57 PM,28826,10,360522.44,446820.79,37166.54,648263.47,397362.86,99116.43,33020.07,185825.92,,,,,,,,,
4/16/19 3:57 PM,28827,11.5,360548.68,446854.92,37169.17,648314.34,397392.69,99123.37,33022.47,185838.72,,,,,,,,,
4/16/19 4:57 PM,28828,11,360577.27,446892.20,37171.72,648363.47,397422.97,99130.43,33024.87,185851.39,,,,,,,,,
4/16/19 5:57 PM,28829,10,360602.71,446926.67,37174.29,648409.04,397452.82,99137.76,33027.23,185864.89,,,,,,,,,
4/16/19 6:57 PM,28830,9.5,360628.45,446961.28,37176.85,648454.76,397484.24,99144.90,33029.58,185878.14,,,,,,,,,
4/16/19 7:57 PM,28831,9,360653.56,446999.24,37179.41,648504.53,397517.81,99151.91,33031.83,185890.87,,,,,,,,,
4/16/19 8:57 PM,28832,8,360659.17,447006.14,37179.96,648514.59,397524.58,99153.28,33032.29,185893.41,,,,,,,,,
4/16/19 9:57 PM,28833,7,360664.51,447013.03,37180.46,648524.31,397530.76,99154.73,33032.75,185896.08,,,,,,,,,
4/16/19 10:57 PM,28834,6,360669.82,447019.82,37181.00,648533.73,397537.44,99156.19,33033.22,185898.83,,,,,,,,,
4/16/19 11:57 PM,28835,5.5,360674.97,447027.26,37181.51,648542.90,397543.52,99157.64,33033.69,185901.36,,,,,,,,,
4/17/19 12:57 AM,28836,5,360679.94,447034.27,37182.04,648552.21,397549.54,99159.00,33034.17,185903.99,,,,,,,,,
4/17/19 1:57 AM,28837,4.5,360685.10,447041.80,37182.55,648562.15,397556.16,99160.37,33034.64,185906.58,,,,,,,,,
4/17/19 2:57 AM,28838,4,360690.44,447048.87,37183.09,648571.44,397562.45,99161.74,33035.13,185909.18,,,,,,,,,
4/17/19 3:57 AM,28839,3.5,360695.82,447056.07,37183.60,648581.48,397568.65,99163.11,33035.60,185911.76,,,,,,,,,
4/17/19 4:57 AM,28840,3,360700.83,447063.40,37184.14,648591.48,397574.72,99164.55,33036.06,185914.36,,,,,,,,,
4/17/19 5:57 AM,28841,2.5,360706.04,447071.02,37184.66,648601.12,397581.43,99165.96,33036.54,185916.89,,,,,,,,,
4/17/19 6:57 AM,28842,2,360711.26,447078.63,37185.20,648610.62,397587.98,99167.31,33037.02,185919.44,,,,,,,,,
4/17/19 7:57 AM,28843,1,360739.13,447113.83,37187.76,648660.00,397618.49,99174.58,33039.45,185933.00,,,,,,,,,
4/17/19 8:57 AM,28844,0,360766.94,447151.51,37190.35,648711.44,397652.35,99181.73,33041.81,185946.07,,,,,,,,,
4/17/19 9:57 AM,28845,1,360793.01,447186.23,37192.90,648757.82,397685.48,99188.57,33044.16,185959.21,,,,,,,,,
4/17/19 10:57 AM,28846,2,360821.06,447220.28,37195.59,648806.80,397715.51,99195.55,33046.44,185972.11,,,,,,,,,
4/17/19 11:57 AM,28847,4,360848.76,447255.85,37198.17,648854.08,397748.84,99202.67,33048.81,185985.47,,,,,,,,,
4/17/19 12:57 PM,28848,6,360877.17,447293.24,37200.72,648898.86,397780.32,99209.64,33051.24,185999.12,,,,,,,,,
4/17/19 1:57 PM,28849,8,360902.69,447331.37,37203.42,648945.37,397813.04,99216.74,33053.53,186011.91,,,,,,,,,
4/17/19 2:57 PM,28850,10,360927.87,447367.24,37206.03,648993.89,397845.27,99223.66,33055.86,186025.53,,,,,,,,,
4/17/19 3:57 PM,28851,11.5,360955.34,447402.67,37208.59,649040.88,397876.03,99230.71,33058.23,186038.33,,,,,,,,,
4/17/19 4:57 PM,28852,11,360981.56,447435.66,37211.19,649086.83,397907.48,99237.82,33060.64,186051.89,,,,,,,,,
4/17/19 5:57 PM,28853,10,361006.91,447473.20,37213.86,649134.41,397938.18,99244.70,33063.05,186064.66,,,,,,,,,
4/17/19 6:57 PM,28854,9.5,361032.18,447506.38,37216.58,649185.33,397971.89,99251.97,33065.44,186077.53,,,,,,,,,
4/17/19 7:57 PM,28855,9,361059.17,447539.91,37219.20,649234.52,398002.23,99259.10,33067.88,186091.00,,,,,,,,,
4/17/19 8:57 PM,28856,8,361064.22,447547.41,37219.71,649243.74,398008.47,99260.46,33068.36,186093.57,,,,,,,,,
4/17/19 9:57 PM,28857,7,361069.48,447554.16,37220.24,649253.45,398015.19,99261.92,33068.82,186096.21,,,,,,,,,
4/17/19 10:57 PM,28858,6,361074.69,447561.32,37220.78,649263.18,398021.28,99263.37,33069.30,186098.92,,,,,,,,,
4/17/19 11:57 PM,28859,5.5,361079.95,447568.89,37221.33,649272.80,398027.22,99264.82,33069.76,186101.51,,,,,,,,,
4/18/19 12:57 AM,28860,5,361085.67,447575.58,37221.86,649282.76,398033.23,99266.28,33070.23,186104.22,,,,,,,,,
4/18/19 1:57 AM,28861,4.5,361090.67,447582.34,37222.40,649291.74,398040.01,99267.67,33070.69,186106.86,,,,,,,,,
4/18/19 2:57 AM,28862,4,361095.66,447589.35,37222.92,649301.71,398046.23,99269.05,33071.17,186109.51,,,,,,,,,
4/18/19 3:57 AM,28863,3.5,361101.24,447596.11,37223.46,649311.50,398052.68,99270.42,33071.65,186112.05,,,,,,,,,
4/18/19 4:57 AM,28864,3,361106.58,447602.88,37223.99,649320.83,398059.12,99271.82,33072.10,186114.77,,,,,,,,,
4/18/19 5:57 AM,28865,2.5,361111.88,447610.16,37224.51,649329.79,398065.62,99273.23,33072.58,186117.35,,,,,,,,,
4/18/19 6:57 AM,28866,2,361117.43,447617.28,37225.04,649339.53,398071.85,99274.60,33073.04,186119.97,,,,,,,,,
4/18/19 7:57 AM,28867,1,361143.69,447652.90,37227.65,649385.22,398102.20,99281.77,33075.44,186133.14,,,,,,,,,
4/18/19 8:57 AM,28868,0,361171.32,447691.02,37230.21,649433.03,398134.19,99288.73,33077.82,186146.05,,,,,,,,,
4/18/19 9:57 AM,28869,1,361196.16,447728.65,37232.83,649479.15,398164.10,99295.86,33080.11,186159.75,,,,,,,,,
4/18/19 10:57 AM,28870,2,361221.04,447761.61,37235.38,649524.21,398193.76,99303.15,33082.51,186172.94,,,,,,,,,
4/18/19 11:57 AM,28871,4,361247.99,447795.11,37238.03,649571.60,398223.47,99310.12,33084.82,186185.97,,,,,,,,,
4/18/19 12:57 PM,28872,6,361275.42,447829.95,37240.56,649619.75,398253.33,99317.07,33087.15,186198.66,,,,,,,,,
4/18/19 1:57 PM,28873,8,361300.17,447867.55,37243.18,649666.63,398285.66,99324.05,33089.43,186211.59,,,,,,,,,
4/18/19 2:57 PM,28874,10,361325.05,447900.98,37245.80,649714.05,398318.76,99331.29,33091.80,186224.50,,,,,,,,,
4/18/19 3:57 PM,28875,11.5,361351.34,447937.89,37248.45,649762.79,398349.28,99338.06,33094.22,186237.26,,,,,,,,,
4/18/19 4:57 PM,28876,11,361378.84,447972.56,37251.02,649810.56,398382.50,99345.28,33096.58,186250.11,,,,,,,,,
4/18/19 5:57 PM,28877,10,361404.70,448007.32,37253.63,649857.76,398414.18,99352.40,33098.92,186263.19,,,,,,,,,
4/18/19 6:57 PM,28878,9.5,361431.35,448041.44,37256.34,649904.28,398446.92,99359.68,33101.29,186276.03,,,,,,,,,
4/18/19 7:57 PM,28879,9,361457.86,448075.53,37259.04,649953.84,398479.15,99366.47,33103.62,186288.84,,,,,,,,,
4/18/19 8:57 PM,28880,8,361463.40,448082.64,37259.58,649963.96,398485.22,99367.88,33104.09,186291.51,,,,,,,,,
4/18/19 9:57 PM,28881,7,361469.03,448089.55,37260.10,649973.97,398491.80,99369.29,33104.55,186294.19,,,,,,,,,
4/18/19 10:57 PM,28882,6,361474.43,448096.77,37260.65,649983.68,398498.57,99370.70,33105.01,186296.91,,,,,,,,,
4/18/19 11:57 PM,28883,5.5,361479.52,448103.38,37261.19,649993.77,398504.93,99372.12,33105.50,186299.59,,,,,,,,,
4/19/19 12:57 AM,28884,5,361484.99,448110.71,37261.70,650003.47,398511.01,99373.48,33105.96,186302.28,,,,,,,,,
4/19/19 1:57 AM,28885,4.5,361490.43,448117.83,37262.23,650013.67,398517.42,99374.87,33106.45,186304.96,,,,,,,,,
4/19/19 2:57 AM,28886,4,361495.81,448124.44,37262.75,650023.82,398523.48,99376.24,33106.92,186307.50,,,,,,,,,
4/19/19 3:57 AM,28887,3.5,361500.94,448131.10,37263.29,650033.45,398529.79,99377.67,33107.41,186310.12,,,,,,,,,
4/19/19 4:57 AM,28888,3,361506.30,448138.10,37263.83,650042.65,398535.88,99379.05,33107.87,186312.78,,,,,,,,,
4/19/19 5:57 AM,28889,2.5,361511.67,448145.28,37264.35,650052.27,398542.20,99380.49,33108.34,186315.32,,,,,,,,,
4/19/19 6:57 AM,28890,2,361516.88,448152.44,37264.89,650061.49,398548.69,99381.91,33108.82,186318.02,,,,,,,,,
4/19/19 7:57 AM,28891,1,361543.22,448188.58,37267.45,650112.05,398581.57,99389.05,33111.13,186330.81,,,,,,,,,
4/19/19 8:57 AM,28892,0,361569.31,448223.16,37270.10,650158.86,398612.07,99396.15,33113.39,186343.96,,,,,,,,,
4/19/19 9:57 AM,28893,1,361597.30,448257.24,37272.80,650203.68,398645.57,99403.21,33115.71,186356.82,,,,,,,,,
4/19/19 10:57 AM,28894,2,361625.30,448292.14,37275.41,650253.33,398675.96,99410.52,33118.12,186370.45,,,,,,,,,
4/19/19 11:57 AM,28895,4,361653.58,448329.51,37278.10,650301.07,398707.73,99417.63,33120.39,186383.42,,,,,,,,,
4/19/19 12:57 PM,28896,6,361681.65,448364.66,37280.64,650351.84,398739.02,99424.82,33122.75,186396.47,,,,,,,,,
4/19/19 1:57 PM,28897,8,361707.54,448398.02,37283.19,650398.20,398770.73,99431.73,33125.14,186409.85,,,,,,,,,
4/19/19 2:57 PM,28898,10,361734.53,448432.95,37285.75,650443.55,398802.90,99438.57,33127.52,186423.24,,,,,,,,,
4/19/19 3:57 PM,28899,11.5,361759.86,448466.96,37288.42,650493.81,398833.24,99445.46,33129.79,186435.91,,,,,,,,,
4/19/19 4:57 PM,28900,11,361787.51,448502.18,37290.97,650544.09,398862.63,99452.54,33132.22,186448.86,,,,,,,,,
4/19/19 5:57 PM,28901,10,361814.08,448538.30,37293.53,650594.42,398892.26,99459.41,33134.60,186462.01,,,,,,,,,
4/19/19 6:57 PM,28902,9.5,361841.11,448573.30,37296.09,650643.09,398921.71,99466.56,33136.97,186474.67,,,,,,,,,
4/19/19 7:57 PM,28903,9,361867.47,448608.98,37298.82,650692.54,398954.69,99473.72,33139.38,186487.59,,,,,,,,,
4/19/19 8:57 PM,28904,8,361872.60,448616.12,37299.36,650701.99,398960.62,99475.11,33139.85,186490.20,,,,,,,,,
4/19/19 9:57 PM,28905,7,361877.58,448623.74,37299.88,650712.06,398967.27,99476.48,33140.33,186492.90,,,,,,,,,
4/19/19 10:57 PM,28906,6,361882.59,448631.29,37300.42,650721.79,398973.20,99477.85,33140.79,186495.50,,,,,,,,,
4/19/19 11:57 PM,28907,5.5,361887.71,448638.86,37300.95,650730.80,398979.78,99479.30,33141.26,186498.17,,,,,,,,,
4/20/19 12:57 AM,28908,5,361888.72,448640.32,37301.06,650732.73,398981.06,99479.58,33141.35,186498.69,,,,,,,,,
4/20/19 1:57 AM,28909,4.5,361889.82,448641.76,37301.17,650734.61,398982.38,99479.87,33141.45,186499.22,,,,,,,,,
4/20/19 2:57 AM,28910,4,361890.96,448643.26,37301.27,650736.61,398983.69,99480.14,33141.54,186499.73,,,,,,,,,
4/20/19 3:57 AM,28911,3.5,361892.06,448644.63,37301.38,650738.46,398984.86,99480.43,33141.63,186500.25,,,,,,,,,
4/20/19 4:57 AM,28912,3,361893.15,448646.12,37301.48,650740.53,398986.18,99480.72,33141.73,186500.77,,,,,,,,,
4/20/19 5:57 AM,28913,2.5,361894.19,448647.45,37301.59,650742.54,398987.49,99480.99,33141.82,186501.31,,,,,,,,,
4/20/19 6:57 AM,28914,2,361895.32,448648.93,37301.70,650744.47,398988.68,99481.28,33141.92,186501.83,,,,,,,,,
4/20/19 7:57 AM,28915,1,361900.94,448655.83,37302.21,650754.35,398995.05,99482.64,33142.40,186504.45,,,,,,,,,
4/20/19 8:57 AM,28916,0,361906.48,448663.03,37302.72,650763.62,399001.69,99484.07,33142.87,186507.05,,,,,,,,,
4/20/19 9:57 AM,28917,1,361912.11,448670.58,37303.26,650772.75,399008.08,99485.44,33143.33,186509.75,,,,,,,,,
4/20/19 10:57 AM,28918,2,361917.50,448677.35,37303.81,650781.96,399014.59,99486.87,33143.79,186512.33,,,,,,,,,
4/20/19 11:57 AM,28919,4,361923.11,448684.50,37304.33,650790.97,399020.90,99488.28,33144.27,186514.91,,,,,,,,,
4/20/19 12:57 PM,28920,6,361928.16,448691.95,37304.87,650800.83,399026.81,99489.69,33144.72,186517.45,,,,,,,,,
4/20/19 1:57 PM,28921,8,361933.31,448699.56,37305.41,650810.19,399032.77,99491.11,33145.21,186520.14,,,,,,,,,
4/20/19 2:57 PM,28922,10,361938.62,448706.39,37305.92,650820.18,399039.52,99492.46,33145.69,186522.67,,,,,,,,,
4/20/19 3:57 PM,28923,11.5,361943.60,448713.56,37306.46,650830.09,399045.64,99493.89,33146.18,186525.30,,,,,,,,,
4/20/19 4:57 PM,28924,11,361948.97,448721.13,37306.97,650839.71,399052.07,99495.32,33146.66,186528.04,,,,,,,,,
4/20/19 5:57 PM,28925,10,361953.93,448728.18,37307.51,650849.01,399058.31,99496.68,33147.14,186530.72,,,,,,,,,
4/20/19 6:57 PM,28926,9.5,361959.11,448735.20,37308.03,650858.34,399064.40,99498.09,33147.63,186533.25,,,,,,,,,
4/20/19 7:57 PM,28927,9,361964.55,448742.29,37308.58,650867.55,399070.27,99499.45,33148.09,186535.91,,,,,,,,,
4/20/19 8:57 PM,28928,8,361965.63,448743.64,37308.68,650869.45,399071.56,99499.74,33148.18,186536.45,,,,,,,,,
4/20/19 9:57 PM,28929,7,361966.78,448745.02,37308.78,650871.30,399072.84,99500.02,33148.28,186536.99,,,,,,,,,
4/20/19 10:57 PM,28930,6,361967.91,448746.41,37308.89,650873.22,399074.06,99500.31,33148.37,186537.54,,,,,,,,,
4/20/19 11:57 PM,28931,5.5,361968.99,448747.85,37309.00,650875.16,399075.41,99500.58,33148.46,186538.06,,,,,,,,,
4/21/19 12:57 AM,28932,5,361969.98,448749.21,37309.11,650876.98,399076.72,99500.86,33148.55,186538.58,,,,,,,,,
4/21/19 1:57 AM,28933,4.5,361971.06,448750.60,37309.21,650878.85,399077.92,99501.15,33148.65,186539.11,,,,,,,,,
4/21/19 2:57 AM,28934,4,361972.10,448751.97,37309.32,650880.87,399079.13,99501.44,33148.74,186539.64,,,,,,,,,
4/21/19 3:57 AM,28935,3.5,361973.19,448753.46,37309.43,650882.73,399080.33,99501.72,33148.83,186540.18,,,,,,,,,
4/21/19 4:57 AM,28936,3,361974.34,448754.95,37309.54,650884.59,399081.60,99502.01,33148.93,186540.70,,,,,,,,,
4/21/19 5:57 AM,28937,2.5,361975.47,448756.34,37309.64,650886.57,399082.87,99502.29,33149.02,186541.24,,,,,,,,,
4/21/19 6:57 AM,28938,2,361976.51,448757.75,37309.74,650888.41,399084.14,99502.56,33149.12,186541.78,,,,,,,,,
4/21/19 7:57 AM,28939,1,361981.79,448764.39,37310.28,650897.51,399090.49,99503.97,33149.58,186544.35,,,,,,,,,
4/21/19 8:57 AM,28940,0,361987.49,448771.25,37310.81,650907.27,399096.58,99505.42,33150.05,186546.95,,,,,,,,,
4/21/19 9:57 AM,28941,1,361993.04,448778.08,37311.33,650916.21,399103.35,99506.87,33150.54,186549.57,,,,,,,,,
4/21/19 10:57 AM,28942,2,361998.67,448785.21,37311.87,650926.34,399109.47,99508.33,33151.01,186552.18,,,,,,,,,
4/21/19 11:57 AM,28943,4,362003.80,448792.44,37312.40,650936.21,399116.06,99509.76,33151.48,186554.78,,,,,,,,,
4/21/19 12:57 PM,28944,6,362009.14,448799.20,37312.92,650946.20,399122.20,99511.20,33151.97,186557.48,,,,,,,,,
4/21/19 1:57 PM,28945,8,362014.26,448805.79,37313.44,650955.40,399128.41,99512.58,33152.43,186560.17,,,,,,,,,
4/21/19 2:57 PM,28946,10,362019.31,448812.85,37313.99,650965.19,399134.68,99514.02,33152.90,186562.77,,,,,,,,,
4/21/19 3:57 PM,28947,11.5,362024.51,448819.51,37314.53,650974.17,399140.84,99515.39,33153.38,186565.46,,,,,,,,,
4/21/19 4:57 PM,28948,11,362030.11,448826.92,37315.06,650983.61,399147.33,99516.85,33153.83,186568.16,,,,,,,,,
4/21/19 5:57 PM,28949,10,362035.76,448834.31,37315.60,650992.68,399154.10,99518.29,33154.31,186570.79,,,,,,,,,
4/21/19 6:57 PM,28950,9.5,362041.43,448841.71,37316.14,651001.88,399160.72,99519.73,33154.78,186573.42,,,,,,,,,
4/21/19 7:57 PM,28951,9,362047.04,448848.85,37316.67,651011.93,399167.11,99521.17,33155.27,186576.09,,,,,,,,,
4/21/19 8:57 PM,28952,8,362048.06,448850.20,37316.77,651013.82,399168.29,99521.45,33155.36,186576.64,,,,,,,,,
4/21/19 9:57 PM,28953,7,362049.15,448851.71,37316.88,651015.79,399169.55,99521.72,33155.45,186577.14,,,,,,,,,
4/21/19 10:57 PM,28954,6,362050.27,448853.15,37316.98,651017.71,399170.88,99522.01,33155.55,186577.66,,,,,,,,,
4/21/19 11:57 PM,28955,5.5,362051.34,448854.66,37317.09,651019.54,399172.05,99522.30,33155.65,186578.19,,,,,,,,,
4/22/19 12:57 AM,28956,5,362056.72,448861.99,37317.59,651028.98,399178.36,99523.68,33156.11,186580.76,,,,,,,,,
4/22/19 1:57 AM,28957,4.5,362062.27,448869.31,37318.14,651038.06,399184.22,99525.10,33156.56,186583.32,,,,,,,,,
4/22/19 2:57 AM,28958,4,362067.91,448876.29,37318.65,651047.46,399190.34,99526.53,33157.03,186585.90,,,,,,,,,
4/22/19 3:57 AM,28959,3.5,362072.97,448883.58,37319.16,651057.34,399196.89,99527.95,33157.49,186588.58,,,,,,,,,
4/22/19 4:57 AM,28960,3,362078.21,448890.98,37319.68,651066.94,399202.78,99529.35,33157.95,186591.25,,,,,,,,,
4/22/19 5:57 AM,28961,2.5,362083.78,448897.93,37320.20,651075.98,399209.43,99530.76,33158.44,186593.93,,,,,,,,,
4/22/19 6:57 AM,28962,2,362088.86,448904.80,37320.71,651086.21,399215.76,99532.16,33158.90,186596.61,,,,,,,,,
4/22/19 7:57 AM,28963,1,362114.80,448938.61,37323.35,651137.58,399248.82,99539.45,33161.19,186609.40,,,,,,,,,
4/22/19 8:57 AM,28964,0,362143.09,448973.46,37325.92,651186.65,399281.88,99546.76,33163.59,186622.39,,,,,,,,,
4/22/19 9:57 AM,28965,1,362171.13,449007.39,37328.59,651232.68,399315.67,99554.04,33165.95,186635.54,,,,,,,,,
4/22/19 10:57 AM,28966,2,362199.26,449040.70,37331.16,651282.06,399349.12,99561.05,33168.33,186648.46,,,,,,,,,
4/22/19 11:57 AM,28967,4,362225.65,449078.02,37333.84,651327.23,399379.91,99567.92,33170.72,186661.97,,,,,,,,,
4/22/19 12:57 PM,28968,6,362251.86,449113.13,37336.54,651373.04,399412.22,99574.70,33173.05,186674.72,,,,,,,,,
4/22/19 1:57 PM,28969,8,362278.93,449151.24,37339.27,651420.32,399443.58,99581.47,33175.37,186687.87,,,,,,,,,
4/22/19 2:57 PM,28970,10,362305.75,449184.84,37341.94,651465.17,399475.75,99588.28,33177.65,186700.54,,,,,,,,,
4/22/19 3:57 PM,28971,11.5,362330.99,449217.79,37344.63,651515.82,399507.76,99595.44,33180.01,186713.21,,,,,,,,,
4/22/19 4:57 PM,28972,11,362358.00,449251.37,37347.29,651563.43,399537.27,99602.39,33182.39,186726.54,,,,,,,,,
4/22/19 5:57 PM,28973,10,362386.45,449289.22,37349.83,651613.88,399567.11,99609.71,33184.79,186739.78,,,,,,,,,
4/22/19 6:57 PM,28974,9.5,362413.99,449324.56,37352.48,651663.44,399598.80,99616.68,33187.16,186753.38,,,,,,,,,
4/22/19 7:57 PM,28975,9,362441.15,449359.10,37355.17,651714.54,399630.17,99623.71,33189.51,186766.24,,,,,,,,,
4/22/19 8:57 PM,28976,8,362446.45,449366.07,37355.72,651724.11,399636.89,99625.09,33189.98,186768.88,,,,,,,,,
4/22/19 9:57 PM,28977,7,362451.95,449372.67,37356.27,651733.46,399643.16,99626.45,33190.44,186771.55,,,,,,,,,
4/22/19 10:57 PM,28978,6,362457.52,449380.22,37356.79,651742.93,399649.40,99627.80,33190.90,186774.16,,,,,,,,,
4/22/19 11:57 PM,28979,5.5,362462.62,449386.84,37357.33,651752.55,399655.40,99629.23,33191.36,186776.83,,,,,,,,,
4/23/19 12:57 AM,28980,5,362468.32,449393.75,37357.86,651761.82,399662.02,99630.59,33191.83,186779.51,,,,,,,,,
4/23/19 1:57 AM,28981,4.5,362473.37,449400.97,37358.39,651771.05,399668.08,99631.96,33192.29,186782.18,,,,,,,,,
4/23/19 2:57 AM,28982,4,362478.79,449407.74,37358.94,651780.93,399674.26,99633.32,33192.76,186784.77,,,,,,,,,
4/23/19 3:57 AM,28983,3.5,362483.78,449415.02,37359.46,651790.99,399680.62,99634.72,33193.21,186787.50,,,,,,,,,
4/23/19 4:57 AM,28984,3,362488.84,449421.82,37359.97,651800.22,399686.51,99636.12,33193.68,186790.06,,,,,,,,,
4/23/19 5:57 AM,28985,2.5,362494.41,449428.61,37360.48,651810.23,399693.03,99637.49,33194.14,186792.76,,,,,,,,,
4/23/19 6:57 AM,28986,2,362499.69,449436.05,37361.01,651819.18,399699.08,99638.96,33194.62,186795.38,,,,,,,,,
4/23/19 7:57 AM,28987,1,362525.80,449471.31,37363.67,651867.29,399728.78,99645.95,33197.04,186808.30,,,,,,,,,
4/23/19 8:57 AM,28988,0,362553.78,449505.29,37366.38,651915.86,399761.65,99653.25,33199.37,186821.29,,,,,,,,,
4/23/19 9:57 AM,28989,1,362578.77,449541.78,37369.13,651964.40,399793.09,99660.12,33201.70,186834.69,,,,,,,,,
4/23/19 10:57 AM,28990,2,362607.07,449576.69,37371.67,652012.92,399825.01,99667.08,33204.12,186848.41,,,,,,,,,
4/23/19 11:57 AM,28991,4,362635.72,449610.11,37374.36,652061.77,399856.31,99673.88,33206.41,186861.45,,,,,,,,,
